word,vector
volatility,"[-0.9677326679229736, 0.1792117804288864, 0.6795064210891724, -0.5563178062438965, -0.9813297986984253, -1.24271821975708, -0.43402299284935, 0.4980241358280182, -1.293958067893982, 0.5156993269920349, 0.45356911420822144, 0.11141439527273178, 0.8136651515960693, 0.6199882626533508, 0.29512616991996765, -0.36150020360946655, 0.10680937767028809, -0.34243154525756836, -0.14899104833602905, -0.034573011100292206, 0.8040968179702759, -0.5138705372810364, 1.197559118270874, -0.4867296814918518, -0.4588017165660858, -1.0968444347381592, -1.0692800283432007, -0.651080310344696, 0.9694718718528748, -0.05624883994460106, -0.15240012109279633, 0.24408473074436188, 0.0539252869784832, -0.018369212746620178, 1.1555482149124146, -0.0601838119328022, -0.14791207015514374, 0.9663518071174622, -0.6128132939338684, -0.7154806852340698, -0.1478303074836731, 0.05906016007065773, -0.7621206641197205, 0.9553235769271851, -1.0587636232376099, 0.628796398639679, 0.19028186798095703, 0.4529222846031189, -0.46649065613746643, 0.7193055152893066, 0.7784456014633179, -0.1740933060646057, -0.8755398988723755, 0.46491268277168274, 0.4102698564529419, -0.0688849613070488, 0.2484937459230423, 0.6796056628227234, 0.6539742946624756, 1.1495689153671265, -0.05847998708486557, -0.08881708234548569, 0.8587614893913269, -1.3087416887283325, -1.077245831489563, 0.06950327754020691, -0.9308682084083557, 0.11681272089481354, 0.14066703617572784, 0.1508404165506363, -0.21719206869602203, 0.45329388976097107, -0.3558289706707001, 0.9968997240066528, -0.01612224616110325, 0.012086006812751293, -0.7695313096046448, -0.7618613839149475, -1.0223076343536377, 0.9280412197113037, 0.8435482978820801, 1.4054033756256104, -0.970550000667572, 0.5871389508247375, -0.3603069484233856, 0.41654619574546814, -0.5247863531112671, -0.8471938371658325, 1.0962709188461304, 1.3805103302001953, 0.41159337759017944, -0.5670499801635742, -0.9470486640930176, 0.7128170728683472, 0.7832684516906738, 0.7976213693618774, 0.5193398594856262, -0.2765795886516571, -0.4754212200641632, -1.9006483554840088]"
economic,"[0.6884007453918457, 0.8746980428695679, 0.1605948805809021, 0.37881913781166077, -0.4920993745326996, -0.2871328890323639, 0.25927525758743286, -0.3921413719654083, -1.0007224082946777, -0.04451396316289902, -0.23058836162090302, -0.8542024493217468, 0.07264743745326996, -0.7216243147850037, 0.5239869356155396, 0.09780534356832504, -0.22090111672878265, -1.8261990547180176, 0.624115526676178, -0.9810591340065002, -0.13345496356487274, 0.14181014895439148, 0.6210310459136963, -1.2152966260910034, -0.2508847415447235, -0.9320953488349915, -1.4987884759902954, 0.11065010726451874, 0.3687018156051636, -0.6008387207984924, 0.38877055048942566, -0.5233629941940308, -0.20108599960803986, 0.730690062046051, 0.022311720997095108, 0.8723909258842468, -0.25242671370506287, -0.17286422848701477, -1.0545307397842407, -0.8125329613685608, -0.8954969048500061, -0.1345975399017334, 0.36630502343177795, 0.9602159857749939, -0.49873414635658264, 0.6360090374946594, 0.4147103428840637, -0.05655656009912491, -1.0690346956253052, 0.8705462217330933, 0.5280644297599792, -0.19544929265975952, 0.7951841950416565, 0.5959663987159729, 0.09316860139369965, -0.08944456279277802, 0.48175010085105896, 1.7934198379516602, -1.618427038192749, -0.9648942351341248, -0.11721161752939224, 0.21004445850849152, -0.11392802745103836, -0.007842667400836945, -0.4434421956539154, 0.7645253539085388, 0.6294570565223694, 0.6156580448150635, -0.18267324566841125, 0.5752983689308167, -0.53818279504776, 1.6644518375396729, 0.7652168869972229, 0.230595201253891, 0.19379942119121552, -0.05357898399233818, -0.44466671347618103, -0.5944100618362427, -0.23992708325386047, 0.5900115966796875, -0.5677093863487244, -0.2894771993160248, -0.705964207649231, -0.001517034601420164, 0.9288842082023621, 0.043363891541957855, 0.017777882516384125, -0.25106796622276306, 1.1584194898605347, 1.104175090789795, -0.10860045254230499, 0.18215857446193695, -0.9783423542976379, 1.0579590797424316, 0.35889554023742676, 0.3335985243320465, -1.1384106874465942, 0.7589532136917114, -0.4804026186466217, -0.15373829007148743]"
sector,"[0.42785823345184326, -1.011704444885254, 0.0397154837846756, -0.002074128482490778, 0.3556694984436035, 0.6475871801376343, -0.34561240673065186, 0.7596436738967896, -0.09764324873685837, -0.5611027479171753, -0.2533586919307709, -0.14303573966026306, -0.47439253330230713, 0.5450385212898254, -0.41694849729537964, 0.2684687376022339, -1.308584213256836, 0.08840248733758926, 0.4025197923183441, -1.0770213603973389, -0.38606515526771545, 0.45201313495635986, 0.4569777548313141, 0.49897462129592896, 0.06700365245342255, 0.12458548694849014, -1.1797091960906982, 0.3329061269760132, 0.3940988779067993, 0.12896506488323212, -0.02154441922903061, 0.025752700865268707, 0.14868639409542084, 0.46986061334609985, -0.30270645022392273, 0.24953462183475494, -0.4797103703022003, -0.011486697942018509, -1.3460900783538818, 0.13412410020828247, 0.007677009329199791, 0.3523084819316864, -0.401646226644516, 0.2379150539636612, 0.0043481383472681046, -1.1297881603240967, 0.3000507950782776, -0.1411134898662567, -0.42150673270225525, 1.0750237703323364, 1.0215870141983032, -1.2585550546646118, 0.251016229391098, 0.10292736440896988, -0.08667214214801788, -0.44946470856666565, -0.9068212509155273, 0.12224921584129333, 0.44950392842292786, 0.8816189169883728, -0.3454410135746002, -0.3950175642967224, 0.598595917224884, -0.25981712341308594, -0.6216681003570557, -0.4352923035621643, -0.22782008349895477, 1.0662106275558472, -0.20815204083919525, 1.285599946975708, -0.3512709438800812, -0.1356559693813324, -0.6012512445449829, -0.5285279750823975, -0.8338843584060669, -0.46987104415893555, 0.37124985456466675, -1.2069034576416016, -0.9402648210525513, 0.2693060636520386, -1.422390103340149, 0.23854689300060272, 0.10224965959787369, 1.270990014076233, -0.8987554907798767, 0.24527856707572937, 0.4933372437953949, -0.8866792321205139, -0.9713437557220459, 0.6557918787002563, 0.3084414005279541, 0.19703014194965363, 0.5038731098175049, 1.2723671197891235, -0.24849243462085724, -0.47090959548950195, 0.7402883768081665, 1.007859706878662, 0.28614112734794617, -0.34705525636672974]"
growth,"[-0.6383533477783203, 0.7919771671295166, -0.7352588772773743, -0.7054876089096069, -0.6553332209587097, -0.04479038342833519, -0.8993002772331238, 0.31268560886383057, -0.41216060519218445, 0.2543002963066101, -0.527133584022522, -0.13824865221977234, -1.0282509326934814, -0.24058757722377777, 1.1492094993591309, 0.14731639623641968, 0.25839442014694214, 0.004875951912254095, 0.4659264385700226, -0.9720333218574524, 0.47256380319595337, 0.8150712251663208, -0.328069269657135, 0.9489967823028564, -0.053079165518283844, 0.4024136960506439, -1.1635768413543701, -0.5329641103744507, -0.2551520764827728, 0.540709376335144, 0.7443250417709351, 0.43388083577156067, 0.46278780698776245, 0.338127464056015, -0.16858474910259247, 0.6556342840194702, -0.2837374806404114, 1.012922763824463, -0.3883557915687561, 0.19126911461353302, 0.5532762408256531, 0.010815312154591084, 0.06059136241674423, 0.3636986017227173, 1.0565109252929688, 0.03966843709349632, -1.152692437171936, -0.34488266706466675, 1.113273024559021, -0.8297866582870483, -1.083024501800537, 0.6762828230857849, 0.5335086584091187, 0.3495000898838043, 0.16579343378543854, 1.2511816024780273, 0.10639315098524094, 0.05186619609594345, -0.21508635580539703, 0.9902889132499695, -0.29360416531562805, 1.0832998752593994, -0.17897985875606537, 0.6350616812705994, 0.3438587486743927, -0.6411224007606506, -0.02044273354113102, 0.32564496994018555, 1.04790198802948, 0.710952877998352, -0.16718675196170807, -0.6087048053741455, -0.6938986778259277, 0.6084105372428894, 0.3129856586456299, 0.048032402992248535, 0.08410409837961197, -0.014956651255488396, 0.6155117750167847, 0.10277640074491501, 0.21951411664485931, -1.1679377555847168, 0.562285840511322, 1.2795178890228271, -0.05575791373848915, 0.4357989430427551, 1.1491907835006714, 0.59502774477005, 0.6230418086051941, -0.6956055164337158, 0.7643546462059021, 1.346994400024414, 0.533288300037384, 0.11658795922994614, 0.3919602036476135, 0.2941032648086548, 0.6576633453369141, -0.7294648289680481, -0.8930642008781433, 0.8420813083648682]"
analysts,"[0.4829641580581665, -0.28242892026901245, 0.21598351001739502, -1.0929628610610962, 0.7639093995094299, -0.9792146682739258, 0.6860580444335938, -0.19777140021324158, 1.042874813079834, -0.609980583190918, 1.4602184295654297, -0.9683205485343933, -1.320172667503357, -0.5383172035217285, -0.8497275710105896, 1.9792712926864624, 0.34166333079338074, -0.9933242201805115, -0.16225333511829376, -0.3519017696380615, 0.39419829845428467, 1.4164363145828247, 0.13040052354335785, -0.5400818586349487, -0.3880765736103058, 1.321344256401062, 0.5860901474952698, -0.0837986171245575, 0.7293446063995361, -0.010944616980850697, -0.547241747379303, 0.262140154838562, 0.057839155197143555, -1.7985868453979492, -0.36365002393722534, -0.2847661077976227, 1.0843862295150757, -0.506563663482666, -0.768604576587677, -0.03415264934301376, 0.5734306573867798, 0.33572936058044434, 0.4889051616191864, -0.3878308832645416, 0.5639206767082214, 0.20069997012615204, -0.33098432421684265, 0.5725226998329163, -0.0015667289262637496, 0.14149923622608185, -0.1845560073852539, 0.5989114046096802, 0.8871501088142395, -0.17070700228214264, -0.592985212802887, -0.9945389628410339, 0.755799412727356, 0.7146528959274292, -0.20813819766044617, 0.23227107524871826, -0.7421996593475342, -0.20593450963497162, 0.7591561675071716, 0.8471118807792664, -0.17227330803871155, 1.0591858625411987, 0.5910290479660034, 0.37992626428604126, 0.05221103876829147, 0.3738914132118225, -0.9575625658035278, -1.0945098400115967, 0.3805009722709656, 0.505405604839325, -0.365845650434494, -0.03454902768135071, 0.8625187873840332, 0.02836819365620613, 0.4019222557544708, -0.5134605765342712, -0.6383564472198486, 0.2709255814552307, -0.1868342161178589, -1.503509521484375, -0.7333688735961914, -0.4101797640323639, 1.1117478609085083, 0.4355317950248718, -0.33881211280822754, -0.03765694797039032, 1.1555976867675781, 0.34482136368751526, 0.646695077419281, 0.6737805604934692, 0.35643067955970764, -0.2393985092639923, 0.14485961198806763, 0.1731664091348648, -0.1839989721775055, 1.0920557975769043]"
signals,"[-1.0945374965667725, 0.877744734287262, -0.42286553978919983, 0.2186216413974762, 0.509476900100708, -0.4402671456336975, -1.0200016498565674, 0.4955727458000183, 0.1665443629026413, 1.0123146772384644, -0.844597339630127, -1.1741999387741089, -0.8195326328277588, 0.9510421752929688, -1.1642693281173706, 0.11195540428161621, -1.1378772258758545, 0.9521921277046204, 1.158022165298462, -0.4748729169368744, -0.2691606283187866, 0.23882374167442322, -0.5750623345375061, -0.16128548979759216, -0.27657508850097656, 0.1336837261915207, 0.37075555324554443, 0.45833542943000793, -0.2787914276123047, -1.1378198862075806, 0.46772390604019165, -0.7186959981918335, 0.39614003896713257, 0.9335834383964539, -0.7588666677474976, 1.0132535696029663, 0.6900467872619629, -1.2687387466430664, -1.4099912643432617, 0.6465968489646912, 0.8542361259460449, -1.1198561191558838, -0.5892881751060486, 0.25374534726142883, 0.48308172821998596, 0.09217797219753265, -1.1675915718078613, -1.6006489992141724, 0.8947892189025879, -0.5691260695457458, -0.6213539242744446, -0.05432713031768799, 1.2659616470336914, 1.5759873390197754, 0.3512311279773712, 1.1159412860870361, 0.4913705587387085, -0.6574980616569519, 0.21962758898735046, 0.16546505689620972, 0.87938392162323, -0.37272530794143677, -0.036247193813323975, 0.42120441794395447, 0.7497599124908447, -0.4110458195209503, -0.8200442790985107, -0.05498145520687103, 0.1537148654460907, 1.2925763130187988, -0.9248241782188416, -0.374042272567749, 0.20289303362369537, -0.11636324226856232, 0.39298856258392334, 0.5037428736686707, -0.08347277343273163, 0.005533965770155191, 0.0024530289229005575, -0.5000423789024353, -1.255766749382019, -1.1042157411575317, -0.7069326639175415, 0.6696513295173645, -0.8399198055267334, 0.5219045281410217, -0.21478651463985443, -0.4228954315185547, 0.8925502300262451, 0.4324261248111725, -0.2983502745628357, 1.0254571437835693, -0.36563944816589355, -0.37038400769233704, -0.9533262252807617, -0.15212097764015198, 0.3271002769470215, 0.07001343369483948, 0.46908944845199585, 0.9085913300514221]"
cuts,"[-0.6355782151222229, -0.8232583403587341, -0.4204617440700531, -0.7295519113540649, 1.9784979820251465, 0.06736361980438232, -0.26213526725769043, 0.6133108735084534, 0.15514850616455078, 0.24210739135742188, -0.055164042860269547, -0.9251556992530823, -1.1661287546157837, 0.9430392980575562, -0.32682672142982483, 1.109089732170105, -1.4074894189834595, 0.3680177330970764, 0.017909036949276924, -0.9456906318664551, 0.017663130536675453, 0.5775367021560669, -0.3110284209251404, 0.7163193821907043, -0.34440821409225464, 0.9674792289733887, 1.4087910652160645, -0.8945198655128479, 0.1420857012271881, -0.5443586707115173, -0.02693404257297516, -0.8232281804084778, 0.0010106628760695457, -0.625761091709137, 0.32584911584854126, 0.3072012662887573, 0.10777444392442703, -1.3553298711776733, -1.2747102975845337, -0.3005049526691437, 0.1383657455444336, -0.41097795963287354, -0.9278735518455505, -0.1519889384508133, 0.5795570015907288, -0.370199054479599, -0.20029860734939575, -0.32914382219314575, 0.20638003945350647, 0.29890379309654236, -0.7631261348724365, -0.8715091347694397, 0.4978601932525635, 0.8306264877319336, 0.37188228964805603, 0.007289911154657602, 0.00519136805087328, -0.640245258808136, -0.6223509311676025, 0.48441529273986816, 1.118239164352417, 0.3801911175251007, 0.23427608609199524, 0.0659947395324707, 0.2961031496524811, 0.24487662315368652, -1.4139448404312134, 0.025271955877542496, 1.086097002029419, 0.7321857213973999, 0.457587867975235, -0.25744131207466125, -0.6394529342651367, -0.4607509672641754, 0.06700577586889267, -1.0089191198349, -0.03692258521914482, 0.3194144666194916, 1.6113908290863037, -0.9290707111358643, 0.08449870347976685, -0.7676034569740295, -1.3119887113571167, -1.5098903179168701, -0.9389001727104187, 0.07116895914077759, -0.6467229127883911, -0.3834940195083618, -0.5309107303619385, 0.1764286756515503, 1.318752408027649, 0.614406168460846, 1.2912269830703735, 1.1534615755081177, -0.0361928790807724, 0.610578715801239, -0.6502694487571716, -1.0814329385757446, -0.6956921219825745, 0.601431667804718]"
raises,"[-1.0071916580200195, 0.3287029564380646, -0.4023258686065674, -1.2093573808670044, 1.434874415397644, -0.6488730311393738, 0.26945021748542786, 1.0307573080062866, -0.17219828069210052, 0.29073095321655273, -0.6104609370231628, -1.1092641353607178, 0.09186005592346191, 0.4854668080806732, 0.24885140359401703, -0.787581741809845, -0.890742838382721, 0.0371754951775074, 1.3200984001159668, -1.412706971168518, 0.7504914999008179, 0.05363979563117027, -1.2754586935043335, -0.1882399618625641, -0.14843913912773132, 0.03679167851805687, -0.26839709281921387, -0.18595533072948456, -0.07138129323720932, -0.735266923904419, 0.44683295488357544, -0.17817315459251404, -0.7129703760147095, 0.44092777371406555, -0.05187418684363365, 0.8634927272796631, -0.5628696084022522, -0.7137269973754883, -1.0371756553649902, 0.5099785923957825, 0.737440824508667, -1.3202043771743774, 0.5149715542793274, 0.41067659854888916, 1.020385503768921, -0.6740623116493225, -1.0582472085952759, -1.4544788599014282, 0.15997561812400818, -0.49123868346214294, -0.7936920523643494, 0.9114464521408081, 1.3628686666488647, 0.08662929385900497, 1.4803706407546997, -0.06310604512691498, 0.672523558139801, 0.3073621988296509, 0.09319059550762177, 0.12135843932628632, 0.2492554634809494, -0.07365196198225021, -0.5804763436317444, 0.16168799996376038, 0.9109827876091003, 0.3799041211605072, -0.36327633261680603, 0.24456849694252014, 1.1748327016830444, 0.3279281556606293, -0.021431077271699905, -1.335586667060852, -0.06870077550411224, 0.9308788180351257, 0.4250033497810364, -0.2403482347726822, 0.509170413017273, 0.20558984577655792, 0.25628793239593506, -0.13669705390930176, -0.8993721008300781, -0.9749032258987427, -0.08082607388496399, -0.17496031522750854, 0.34831884503364563, 0.8756939172744751, 1.076612949371338, -0.15744785964488983, 0.8435400724411011, 0.24910686910152435, 1.3064136505126953, 0.8526978492736816, 0.673369824886322, 0.3175371587276459, 0.16045403480529785, 0.1442325860261917, 0.41274091601371765, -0.5174803733825684, 0.1791897714138031, 0.21156525611877441]"
announces,"[1.019162654876709, -0.6504541039466858, -0.5259900093078613, 0.3838762640953064, 0.0838201567530632, -0.919448733329773, 0.23190957307815552, 1.0674678087234497, 0.1804179847240448, -0.2614527940750122, -0.44044458866119385, -0.7402095794677734, 0.7200558185577393, 1.1225076913833618, 0.3788265287876129, -0.08313260972499847, 0.1519661545753479, -0.6712835431098938, 1.1970837116241455, 0.8114503026008606, 0.23949649930000305, -0.259417861700058, -0.6934006214141846, -1.0130219459533691, -0.21985971927642822, 0.9503028988838196, -1.2730640172958374, 0.183740496635437, 0.5790309906005859, 0.5894408822059631, 0.7755684852600098, -0.15841150283813477, -0.09715305268764496, 0.3066088557243347, -0.38351204991340637, 0.190607950091362, 0.4129960834980011, 0.2977249324321747, 0.25382760167121887, -1.3547773361206055, -0.35149839520454407, -1.083461046218872, 0.7396606206893921, 0.7788187265396118, 0.08570902794599533, 0.448276549577713, -0.5154860019683838, -0.19545984268188477, 0.9342908263206482, -0.5590963959693909, -1.3286168575286865, -0.8761671781539917, 0.26647788286209106, -0.3469636142253876, 0.8016141653060913, 0.7289800643920898, -0.061360836029052734, -0.2433714121580124, -0.07292142510414124, -0.28632789850234985, 0.15737125277519226, 0.2598568797111511, 0.3611603081226349, 1.1811038255691528, -0.05069498345255852, 1.0436561107635498, 0.7202709913253784, 1.116707682609558, -0.4305337965488434, 1.1494479179382324, 1.0784971714019775, -0.8080734014511108, 0.5536466836929321, 0.04454110935330391, 0.13121838867664337, -0.6453592777252197, -0.17031927406787872, 0.5587544441223145, -1.3375861644744873, -1.0868182182312012, -0.22776614129543304, -0.5105153322219849, -0.3396863341331482, 0.9249799251556396, 1.0105453729629517, -0.5948059558868408, 0.6788880825042725, -0.1677151620388031, -0.26716914772987366, -0.18706828355789185, 1.1942107677459717, -0.6822704076766968, 0.4217715263366699, 1.351589322090149, -0.1107725277543068, -0.0677325651049614, 0.14134284853935242, 0.02300034835934639, 0.06920324265956879, 0.5707323551177979]"
b,"[0.9419101476669312, 0.2442634403705597, -0.3276108503341675, 0.5697494745254517, -0.5091776847839355, 0.7778857946395874, -0.06702558696269989, 0.3191011846065521, 0.574419379234314, -0.41371479630470276, 0.23747701942920685, -0.2807879149913788, 0.35316428542137146, 0.3201298415660858, -0.9736870527267456, -0.07890574634075165, 1.1211621761322021, -0.928847074508667, 0.33562541007995605, -1.3123366832733154, -0.3006319999694824, -0.0315188430249691, -1.358803391456604, 0.039398662745952606, -0.8929612040519714, 0.9322266578674316, -0.3532983064651489, -0.9901074767112732, 0.3915731608867645, 0.4957401752471924, -0.3065616190433502, 0.3209667503833771, -0.2137521356344223, -0.7767966985702515, -0.880885660648346, 1.3849310874938965, -0.6487268805503845, -1.041735053062439, 0.555503785610199, -0.5558157563209534, -0.07253087311983109, -0.25416967272758484, -0.7426599860191345, 0.13850870728492737, 0.5582579970359802, 1.0250506401062012, -0.05218466743826866, -0.3044584095478058, 0.6770274639129639, 0.10605204850435257, -0.2985479235649109, 0.06397806853055954, -0.42338863015174866, 0.16493096947669983, 0.32428279519081116, 1.2650461196899414, -0.046069588512182236, 0.33968400955200195, 0.0365038700401783, -1.0851528644561768, 0.12942275404930115, -1.0398316383361816, 0.24361132085323334, -0.36626240611076355, -0.4605868458747864, 0.1408119797706604, -0.6436207890510559, -0.059540294110774994, -0.7432777285575867, 0.5062299370765686, 0.10793155431747437, 0.637607216835022, -0.2055133432149887, -0.6806743144989014, 0.9424110651016235, -0.3276965916156769, -0.4712044596672058, 0.4461090564727783, 0.42987218499183655, -0.25682738423347473, -0.4596756398677826, -0.6116882562637329, -0.3232073485851288, 1.2217174768447876, 0.32860371470451355, -0.8056141138076782, 0.8231388330459595, 0.5059260129928589, -0.2514970600605011, -0.6821375489234924, 0.4029943346977234, 0.12482710927724838, -0.14858196675777435, 0.9601527452468872, -0.04749853163957596, 0.061017293483018875, -0.15943975746631622, 0.768532931804657, 0.7508602738380432, 0.6037676930427551]"
expectations,"[-0.03380626440048218, 0.026445850729942322, -0.6242778897285461, -0.45649605989456177, 0.995430052280426, 0.26588019728660583, -0.6602737307548523, 0.16266557574272156, 1.583327293395996, 0.4094521701335907, 0.7559022307395935, -0.5388450622558594, 0.5660501718521118, -0.1611524522304535, 1.7144556045532227, -0.8394955396652222, -0.9806109666824341, -0.8973032832145691, -0.24407172203063965, -1.5259650945663452, -0.4444867968559265, 0.834881067276001, -1.0528018474578857, 1.1534711122512817, -0.29002052545547485, -0.5794891119003296, 0.5374190807342529, 0.11074351519346237, -0.471023827791214, -0.21778830885887146, 0.37186747789382935, -0.7051556706428528, 0.013180139474570751, 0.7560015320777893, -1.3247851133346558, 0.49250227212905884, -0.1891958862543106, 0.8206206560134888, 0.7731079459190369, 0.09237141907215118, 0.19039230048656464, -1.1100764274597168, -1.5246449708938599, 0.45990702509880066, 0.89397132396698, -0.5129842162132263, 0.004578861407935619, -0.49893465638160706, 0.98103266954422, 0.7124289274215698, -0.2016955316066742, -0.38857460021972656, 0.0364166684448719, 0.23854827880859375, -0.5349225997924805, 0.950251042842865, 0.44352343678474426, -0.131288081407547, -0.8237678408622742, -0.02939642034471035, -0.3657364547252655, 0.8289361000061035, 0.02479853667318821, 0.17316728830337524, -0.24857299029827118, 0.5126932263374329, -0.14043442904949188, -0.20882999897003174, 0.1278308779001236, 0.48985791206359863, -0.012659174390137196, -0.777478039264679, -0.7990618944168091, -0.9838964343070984, 0.6006715893745422, 0.9008761644363403, 0.019071735441684723, -0.36678293347358704, -0.1316966861486435, -0.3446207046508789, -0.33260998129844666, -1.273595929145813, -1.3032190799713135, 0.6621653437614441, 0.02753378450870514, 0.7632371783256531, -0.3354371190071106, 0.7119578719139099, 0.01902712881565094, -0.0759674534201622, -0.45756933093070984, -0.04944382980465889, 0.003137925872579217, 0.5233250260353088, 0.12802129983901978, -0.035777393728494644, 1.388360619544983, -0.5411701202392578, -0.6527570486068726, -0.5984718799591064]"
unemployment,"[0.21859174966812134, 1.1338934898376465, 0.9189205169677734, 0.7126294374465942, -0.56893390417099, -0.11609217524528503, 0.24055567383766174, 0.2717088460922241, -0.31036895513534546, 0.14881518483161926, 0.7703368663787842, -0.11447631567716599, 0.6550925374031067, 0.5904515385627747, 0.07092984020709991, -0.5075613260269165, -0.1932803839445114, -0.9219909906387329, -0.9196950197219849, -0.8108649849891663, -0.20806200802326202, -0.11040236800909042, 0.1938903033733368, -0.8667874336242676, 0.3703824579715729, -0.266282856464386, 0.3627364933490753, -0.048479244112968445, -0.23721538484096527, -0.3018045723438263, 0.49480316042900085, -0.5580198168754578, 0.3707776367664337, -0.46938538551330566, 0.36526334285736084, 0.031105779111385345, 0.35925599932670593, -0.7781075835227966, -0.11223533749580383, -1.2001502513885498, 0.15141820907592773, 0.053039856255054474, -0.8611302375793457, 0.04758039116859436, -0.4073183536529541, -0.7315558791160583, 0.6893236041069031, -0.23740415275096893, -0.7149437069892883, 0.32828882336616516, 0.8950716853141785, -0.07547585666179657, -0.8182416558265686, 0.749984622001648, -0.7144632935523987, 0.11160372197628021, 0.24760650098323822, 0.21693889796733856, -0.9423249959945679, 0.5570552349090576, -0.15017157793045044, 0.5687522888183594, 0.6674661040306091, 0.06633565574884415, -0.5034541487693787, 0.11492583900690079, 1.2254854440689087, 1.0887700319290161, -0.48739227652549744, 0.5229427814483643, 0.2928662896156311, 1.1390243768692017, -0.11582803726196289, 0.16800563037395477, 0.8680829405784607, -0.05355726182460785, 0.547817051410675, 0.20529647171497345, -0.22191061079502106, 0.6403111815452576, -0.4165954291820526, 0.08424289524555206, 0.6020933389663696, -0.11067518591880798, -1.1018433570861816, 0.26625004410743713, -0.05049179121851921, 0.4461784064769745, 0.5292730331420898, -0.22650747001171112, 0.5178229808807373, -0.03380437195301056, -0.22885505855083466, -0.23833875358104706, 0.5358441472053528, -0.10462789982557297, 0.01864403672516346, 0.6392115950584412, 0.07157324254512787, 0.4728248715400696]"
